job_id,title,company,location,work_mode,seniority,min_years,employment_type,track,required_skills,description
J0094,AI Engineer,Vantage AI,"Amman, Jordan",Hybrid,Junior,1,full-time,data_ml,RAG; Machine Learning; PyTorch; MLflow; scikit-learn; Pandas; Jupyter,"Vantage AI is hiring a AI Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: RAG, Machine Learning, PyTorch, MLflow, scikit-learn, Pandas, Jupyter."
J0095,Junior Data Engineer,BlueRidge Labs,Remote (Europe timezone),Remote,Junior,1,full-time,data_engineering,Spark; PostgreSQL; Tableau; Airflow; Pandas; Kafka; Python,"BlueRidge Labs is hiring a Junior Data Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Spark, PostgreSQL, Tableau, Airflow, Pandas, Kafka, Python."
J0096,Flutter Developer,Levant Cloud,Remote (Lebanon),Remote,Junior,1,full-time,mobile,Flutter; Push Notifications; App Store Deployment; Git; React Native; Firebase; Jetpack Compose,"Levant Cloud is hiring a Flutter Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Flutter, Push Notifications, App Store Deployment, Git, React Native, Firebase, Jetpack Compose."
J0097,Junior DevOps Engineer,Solaris Energy Tech,"Jounieh, Lebanon",Hybrid,Junior,1,full-time,devops,Docker; AWS; Grafana; Monitoring; Terraform; Linux; Ansible,"Solaris Energy Tech is hiring a Junior DevOps Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Docker, AWS, Grafana, Monitoring, Terraform, Linux, Ansible."
J0098,Quality Engineer,Jounieh Digital,"Riyadh, Saudi Arabia",On-site,Mid-level,3,full-time,qa,Python; Cypress; CI/CD; Postman; Jira; Test Cases; JMeter,"Jounieh Digital is hiring a Quality Engineer to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Python, Cypress, CI/CD, Postman, Jira, Test Cases, JMeter."
J0099,Application Security Engineer Intern,Phoenicia Software,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,security,Cloud Security; OWASP Top 10; Threat Modeling; Firewalls; SIEM; Wireshark; Incident Response,"Phoenicia Software is hiring a Application Security Engineer Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Cloud Security, OWASP Top 10, Threat Modeling, Firewalls, SIEM, Wireshark, Incident Response."
J0100,Junior Firmware Engineer Intern,Harbor Cloud,"Beirut, Lebanon",Hybrid,Intern,0,internship,embedded,Embedded C; Python; Microcontrollers; I2C/SPI; ARM Cortex; Zephyr; CAN Bus,"Harbor Cloud is hiring a Junior Firmware Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Embedded C, Python, Microcontrollers, I2C/SPI, ARM Cortex, Zephyr, CAN Bus."
J0101,React Developer,Anfeh Digital,Remote (MENA),Remote,Junior,1,full-time,frontend,TypeScript; HTML; Vite; Figma; Redux; Next.js; GraphQL,"Anfeh Digital is hiring a React Developer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: TypeScript, HTML, Vite, Figma, Redux, Next.js, GraphQL."
J0102,Node.js Developer,Kanzi Commerce,"Dubai, UAE",On-site,Mid-level,3,full-time,backend,SQL; Express; Git; RabbitMQ; REST APIs; Redis; OAuth2,"Kanzi Commerce is hiring a Node.js Developer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, Express, Git, RabbitMQ, REST APIs, Redis, OAuth2."
J0103,Full Stack Developer,Chouf Robotics,Cyprus,Hybrid,Junior,1,full-time,fullstack,Git; Docker; Node.js; CI/CD; React; Express; Supabase,"Chouf Robotics is hiring a Full Stack Developer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Git, Docker, Node.js, CI/CD, React, Express, Supabase."
J0104,ML Engineer (Junior),Cornet Software,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,data_ml,NumPy; Python; scikit-learn; Computer Vision; Hugging Face; Pandas; Transformers,"Cornet Software is hiring a ML Engineer (Junior) to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: NumPy, Python, scikit-learn, Computer Vision, Hugging Face, Pandas, Transformers."
J0105,BI Developer Intern,Jounieh Digital,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,data_engineering,Airflow; Data Warehousing; Power BI; Python; Kafka; ETL; PostgreSQL,"Jounieh Digital is hiring a BI Developer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Airflow, Data Warehousing, Power BI, Python, Kafka, ETL, PostgreSQL."
J0106,Android Engineer Intern,Zaitoun Labs,"Beirut, Lebanon",On-site,Intern,0,internship,mobile,Push Notifications; Mobile UI; Git; Offline Sync; Dart; REST APIs; App Store Deployment,"Zaitoun Labs is hiring a Android Engineer Intern to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Beirut, Lebanon (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Push Notifications, Mobile UI, Git, Offline Sync, Dart, REST APIs, App Store Deployment."
J0107,DevOps Engineer Intern,Nasma Technologies,"Jounieh, Lebanon",Hybrid,Intern,0,internship,devops,Prometheus; Nginx; Bash; Docker; GitHub Actions; Grafana; AWS,"Nasma Technologies is hiring a DevOps Engineer Intern to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Prometheus, Nginx, Bash, Docker, GitHub Actions, Grafana, AWS."
J0108,QA Engineer Intern,NorthStar Remote,Remote (Europe timezone),Remote,Intern,0,internship,qa,JMeter; Test Cases; BDD; Test Automation; Playwright; Selenium; Postman,"NorthStar Remote is hiring a QA Engineer Intern to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: JMeter, Test Cases, BDD, Test Automation, Playwright, Selenium, Postman."
J0109,Security Engineer Intern,Meridian Health Tech,Remote (MENA),Remote,Intern,0,internship,security,Incident Response; ISO 27001; Firewalls; Penetration Testing; Burp Suite; Network Security; Python,"Meridian Health Tech is hiring a Security Engineer Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Incident Response, ISO 27001, Firewalls, Penetration Testing, Burp Suite, Network Security, Python."
J0110,Firmware Engineer,Vantage AI,"Amman, Jordan",Hybrid,Junior,1,full-time,embedded,C++; Hardware Debugging; Embedded C; C; ARM Cortex; Low-power Design; PCB Basics,"Vantage AI is hiring a Firmware Engineer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: C++, Hardware Debugging, Embedded C, C, ARM Cortex, Low-power Design, PCB Basics."
J0111,React Developer,Byblos Analytics,"Beirut, Lebanon",Hybrid,Mid-level,3,full-time,frontend,Next.js; JavaScript; Accessibility (WCAG); TypeScript; Vite; Figma; CSS,"Byblos Analytics is hiring a React Developer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Next.js, JavaScript, Accessibility (WCAG), TypeScript, Vite, Figma, CSS."
J0112,Backend Engineer,BlueRidge Labs,"Amman, Jordan",Hybrid,Junior,1,full-time,backend,OAuth2; Django; Microservices; Python; Redis; Express; PostgreSQL,"BlueRidge Labs is hiring a Backend Engineer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: OAuth2, Django, Microservices, Python, Redis, Express, PostgreSQL."
J0113,Software Engineer,Mount Tech Group,"Dubai, UAE",Hybrid,Junior,1,full-time,fullstack,Next.js; Git; Tailwind CSS; MongoDB; PostgreSQL; JavaScript; REST APIs,"Mount Tech Group is hiring a Software Engineer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Next.js, Git, Tailwind CSS, MongoDB, PostgreSQL, JavaScript, REST APIs."
J0114,AI Engineer Intern,OpenField Analytics,Remote (Lebanon),Remote,Intern,0,internship,data_ml,Transformers; Computer Vision; Machine Learning; Hugging Face; SQL; NumPy; PyTorch,"OpenField Analytics is hiring a AI Engineer Intern to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Transformers, Computer Vision, Machine Learning, Hugging Face, SQL, NumPy, PyTorch."
J0115,Data Platform Engineer Intern,Sidon Systems,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,data_engineering,Tableau; Data Warehousing; dbt; Snowflake; Kafka; ETL; SQL,"Sidon Systems is hiring a Data Platform Engineer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Tableau, Data Warehousing, dbt, Snowflake, Kafka, ETL, SQL."
J0116,Mobile Developer,Kanzi Commerce,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,mobile,Mobile UI; Offline Sync; Firebase; Flutter; Jetpack Compose; Swift; Git,"Kanzi Commerce is hiring a Mobile Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Mobile UI, Offline Sync, Firebase, Flutter, Jetpack Compose, Swift, Git."
J0117,Cloud Engineer Intern,NorthStar Remote,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,devops,Prometheus; Azure; Bash; GitHub Actions; AWS; Kubernetes; Nginx,"NorthStar Remote is hiring a Cloud Engineer Intern to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Prometheus, Azure, Bash, GitHub Actions, AWS, Kubernetes, Nginx."
J0118,Quality Engineer Intern,Mount Tech Group,Cyprus,Hybrid,Intern,0,internship,qa,Python; API Testing; BDD; Selenium; Performance Testing; Test Cases; Cypress,"Mount Tech Group is hiring a Quality Engineer Intern to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Python, API Testing, BDD, Selenium, Performance Testing, Test Cases, Cypress."
J0119,Junior Security Analyst,Zaitoun Labs,"Beirut, Lebanon",Hybrid,Junior,1,full-time,security,Linux; Python; Burp Suite; Incident Response; Wireshark; Threat Modeling; Cryptography,"Zaitoun Labs is hiring a Junior Security Analyst to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Linux, Python, Burp Suite, Incident Response, Wireshark, Threat Modeling, Cryptography."
J0120,Embedded Software Engineer,Levant Cloud,Remote (Lebanon),Remote,Mid-level,3,full-time,embedded,RTOS; Low-power Design; Zephyr; Python; I2C/SPI; Linux; Hardware Debugging,"Levant Cloud is hiring a Embedded Software Engineer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: RTOS, Low-power Design, Zephyr, Python, I2C/SPI, Linux, Hardware Debugging."
J0121,Frontend Engineer (React) Intern,Solaris Energy Tech,Remote (Europe timezone),Remote,Intern,0,internship,frontend,JavaScript; React; CSS; Accessibility (WCAG); Figma; Jest; Redux,"Solaris Energy Tech is hiring a Frontend Engineer (React) Intern to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: JavaScript, React, CSS, Accessibility (WCAG), Figma, Jest, Redux."
J0122,Software Engineer (Backend),Chouf Robotics,"Beirut, Lebanon",Hybrid,Junior,1,full-time,backend,Git; Node.js; Django; gRPC; PostgreSQL; Microservices; Express,"Chouf Robotics is hiring a Software Engineer (Backend) to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Git, Node.js, Django, gRPC, PostgreSQL, Microservices, Express."
J0123,Full Stack Engineer,Cedar Systems,"Beirut, Lebanon",Hybrid,Mid-level,3,full-time,fullstack,JavaScript; MongoDB; Next.js; Node.js; Docker; Tailwind CSS; REST APIs,"Cedar Systems is hiring a Full Stack Engineer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: JavaScript, MongoDB, Next.js, Node.js, Docker, Tailwind CSS, REST APIs."
J0124,Data Scientist,OpenField Analytics,"Dubai, UAE",On-site,Junior,1,full-time,data_ml,PyTorch; NumPy; Python; Machine Learning; MLflow; Computer Vision; Transformers,"OpenField Analytics is hiring a Data Scientist to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: PyTorch, NumPy, Python, Machine Learning, MLflow, Computer Vision, Transformers."
J0125,BI Developer,Vantage AI,Remote (MENA),Remote,Junior,1,full-time,data_engineering,Kafka; Snowflake; Power BI; Spark; Data Warehousing; dbt; ETL,"Vantage AI is hiring a BI Developer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Kafka, Snowflake, Power BI, Spark, Data Warehousing, dbt, ETL."
J0126,Mobile Developer Intern,Beirut Data Labs,Remote (Lebanon),Remote,Intern,0,internship,mobile,REST APIs; SwiftUI; Git; Dart; App Store Deployment; Swift; Jetpack Compose,"Beirut Data Labs is hiring a Mobile Developer Intern to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: REST APIs, SwiftUI, Git, Dart, App Store Deployment, Swift, Jetpack Compose."
J0127,Site Reliability Engineer,NorthStar Remote,"Beirut, Lebanon",On-site,Junior,1,full-time,devops,GCP; Bash; GitHub Actions; Nginx; Monitoring; Grafana; Kubernetes,"NorthStar Remote is hiring a Site Reliability Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: GCP, Bash, GitHub Actions, Nginx, Monitoring, Grafana, Kubernetes."
J0128,Junior QA Analyst,Cedar Systems,"Beirut, Lebanon",Hybrid,Junior,1,full-time,qa,Postman; Manual Testing; CI/CD; Cypress; JMeter; Test Cases; Jira,"Cedar Systems is hiring a Junior QA Analyst to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Postman, Manual Testing, CI/CD, Cypress, JMeter, Test Cases, Jira."
J0129,SOC Analyst Intern,Meridian Health Tech,"Dubai, UAE",Hybrid,Intern,0,internship,security,SIEM; Cryptography; Firewalls; Cloud Security; Network Security; Penetration Testing; Threat Modeling,"Meridian Health Tech is hiring a SOC Analyst Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: SIEM, Cryptography, Firewalls, Cloud Security, Network Security, Penetration Testing, Threat Modeling."
J0130,Junior Firmware Engineer,Batroun Bytes,"Riyadh, Saudi Arabia",On-site,Mid-level,3,full-time,embedded,C; Python; PCB Basics; MQTT; Linux; C++; ARM Cortex,"Batroun Bytes is hiring a Junior Firmware Engineer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: C, Python, PCB Basics, MQTT, Linux, C++, ARM Cortex."
J0131,Web Developer Intern,Kanzi Commerce,Cyprus,Hybrid,Intern,0,internship,frontend,Tailwind CSS; GraphQL; Vite; Jest; Next.js; CSS; Storybook,"Kanzi Commerce is hiring a Web Developer Intern to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Tailwind CSS, GraphQL, Vite, Jest, Next.js, CSS, Storybook."
J0132,Software Engineer (Backend),Chouf Robotics,Cyprus,Hybrid,Junior,1,full-time,backend,Django; Docker; RabbitMQ; Express; SQL; Python; OAuth2,"Chouf Robotics is hiring a Software Engineer (Backend) to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Django, Docker, RabbitMQ, Express, SQL, Python, OAuth2."
J0133,Full Stack Developer (MERN) Intern,Beirut Data Labs,Remote (Europe timezone),Remote,Intern,0,internship,fullstack,TypeScript; React; JavaScript; Supabase; Node.js; Tailwind CSS; Docker,"Beirut Data Labs is hiring a Full Stack Developer (MERN) Intern to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: TypeScript, React, JavaScript, Supabase, Node.js, Tailwind CSS, Docker."
J0134,Machine Learning Engineer,Harbor Cloud,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,data_ml,Deep Learning; LLM Fine-tuning; Jupyter; Computer Vision; Machine Learning; Pandas; Transformers,"Harbor Cloud is hiring a Machine Learning Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Deep Learning, LLM Fine-tuning, Jupyter, Computer Vision, Machine Learning, Pandas, Transformers."
J0135,BI Developer,Kanzi Commerce,"Dubai, UAE",Hybrid,Mid-level,3,full-time,data_engineering,Airflow; BigQuery; ETL; PostgreSQL; Snowflake; dbt; Power BI,"Kanzi Commerce is hiring a BI Developer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Airflow, BigQuery, ETL, PostgreSQL, Snowflake, dbt, Power BI."
J0136,Flutter Developer,Vantage AI,Remote (Lebanon),Remote,Junior,1,full-time,mobile,React Native; Swift; Dart; Offline Sync; SwiftUI; REST APIs; Kotlin,"Vantage AI is hiring a Flutter Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: React Native, Swift, Dart, Offline Sync, SwiftUI, REST APIs, Kotlin."
J0137,Platform Engineer,Anfeh Digital,"Jounieh, Lebanon",Hybrid,Mid-level,3,full-time,devops,Kubernetes; GCP; Nginx; Prometheus; Docker; GitHub Actions; CI/CD,"Anfeh Digital is hiring a Platform Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Kubernetes, GCP, Nginx, Prometheus, Docker, GitHub Actions, CI/CD."
J0138,QA Engineer Intern,Cornet Software,Remote (MENA),Remote,Intern,0,internship,qa,API Testing; Cypress; Manual Testing; Selenium; CI/CD; Test Automation; JMeter,"Cornet Software is hiring a QA Engineer Intern to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: API Testing, Cypress, Manual Testing, Selenium, CI/CD, Test Automation, JMeter."
J0139,Security Engineer,BlueRidge Labs,"Beirut, Lebanon",Hybrid,Junior,1,full-time,security,Wireshark; Firewalls; Network Security; Python; Threat Modeling; Penetration Testing; Burp Suite,"BlueRidge Labs is hiring a Security Engineer to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Wireshark, Firewalls, Network Security, Python, Threat Modeling, Penetration Testing, Burp Suite."
J0140,Embedded Software Engineer Intern,Chouf Robotics,Remote (Europe timezone),Remote,Intern,0,internship,embedded,MQTT; Low-power Design; Linux; ARM Cortex; Embedded C; RTOS; C++,"Chouf Robotics is hiring a Embedded Software Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: MQTT, Low-power Design, Linux, ARM Cortex, Embedded C, RTOS, C++."
J0141,React Developer,Vantage AI,"Dubai, UAE",Hybrid,Junior,1,full-time,frontend,CSS; Accessibility (WCAG); JavaScript; GraphQL; Tailwind CSS; Vite; React,"Vantage AI is hiring a React Developer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: CSS, Accessibility (WCAG), JavaScript, GraphQL, Tailwind CSS, Vite, React."
J0142,API Engineer Intern,OpenField Analytics,"Beirut, Lebanon",Hybrid,Intern,0,internship,backend,REST APIs; Node.js; gRPC; Docker; Microservices; Git; SQL,"OpenField Analytics is hiring a API Engineer Intern to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: REST APIs, Node.js, gRPC, Docker, Microservices, Git, SQL."
J0143,Full Stack Developer,Cedar Systems,Remote (Lebanon),Remote,Mid-level,3,full-time,fullstack,CI/CD; PostgreSQL; Tailwind CSS; JavaScript; Git; Express; Node.js,"Cedar Systems is hiring a Full Stack Developer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: CI/CD, PostgreSQL, Tailwind CSS, JavaScript, Git, Express, Node.js."
J0144,AI Engineer,Sidon Systems,Remote (Europe timezone),Remote,Mid-level,3,full-time,data_ml,Jupyter; Pandas; LLM Fine-tuning; Computer Vision; PyTorch; Deep Learning; scikit-learn,"Sidon Systems is hiring a AI Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Jupyter, Pandas, LLM Fine-tuning, Computer Vision, PyTorch, Deep Learning, scikit-learn."
